order_id,order_timestamp,origin_region,destination_region,carrier,product_category,weight_kg,unit_margin_usd,order_value_usd,warehouse_receipt_time,pack_complete_time,ship_time,scheduled_delivery_date,actual_delivery_date,return_flag,is_unresolved_shipment,Time_to_Pack_Hours,Transit_Days_Scheduled,Delivery_Variance_Days,Order_to_Ship_Hours,Carrier_Route,distance_factor,Estimated_Shipping_Cost_USD,SLA_Status,Margin_Tier
ORD-104885,2024-08-30 01:46:00,South,West,Standard,Electronics,3.66,38.0,197.2,2024-08-30 02:47:00,2024-08-30 10:34:21.409385956,2024-08-30 13:07:21.409385956,2024-09-04 13:07:21.409385956,2024-09-04 15:17:30.294637153,False,False,7.79,5.0,0.09,11.36,Standard | South -> West,2.0,30.74,1-2 Days Late,High Margin ($20+)
ORD-104835,2024-04-29 04:16:00,West,Southwest,Standard,Beauty,0.37,11.0,25.81,2024-04-29 04:56:00,2024-04-29 07:09:24.939323360,2024-04-29 07:44:24.939323360,2024-05-04 07:44:24.939323360,2024-05-04 10:25:29.595180778,False,False,2.22,5.0,0.11,3.47,Standard | West -> Southwest,1.0,1.55,1-2 Days Late,Mid Margin ($10-20)
ORD-106798,2024-11-26 04:45:00,Midwest,West,Standard,Toys,2.81,9.0,47.91,2024-11-26 05:21:00,2024-11-26 07:42:31.184278012,2024-11-26 10:23:31.184278012,2024-12-01 10:23:31.184278012,2024-12-01 16:25:01.713223653,False,False,2.36,5.0,0.25,5.64,Standard | Midwest -> West,1.8,21.24,1-2 Days Late,Low Margin (<$10)
ORD-108292,2024-08-30 21:20:00,West,West,Standard,Books,0.34,4.0,14.3,2024-08-30 21:40:00,2024-08-31 00:24:27.068761208,2024-08-31 03:54:27.068761208,2024-09-05 03:54:27.068761208,2024-09-05 04:36:58.029662705,True,False,2.74,5.0,0.03,6.57,Standard | West -> West,0.4,0.57,1-2 Days Late,Low Margin (<$10)
ORD-104797,2024-07-03 01:19:00,Midwest,South,Standard,Home Goods,5.71,22.0,156.28,2024-07-03 02:38:00,2024-07-03 04:52:52.275482242,2024-07-03 08:43:52.275482242,2024-07-08 08:43:52.275482242,2024-07-07 23:51:10.925075584,True,False,2.25,5.0,-0.37,7.41,Standard | Midwest -> South,1.1,26.38,On-Time,High Margin ($20+)
ORD-100488,2024-09-18 18:45:00,Midwest,Southwest,Express,Sports,3.31,17.0,116.73,2024-09-18 18:58:00,2024-09-18 22:28:52.833241414,2024-09-18 22:11:25.767959251,2024-09-20 22:11:25.767959251,2024-09-21 14:45:02.177844488,False,False,3.51,2.0,0.69,3.44,Express | Midwest -> Southwest,1.5,38.73,1-2 Days Late,Mid Margin ($10-20)
ORD-101152,2024-05-15 04:52:00,West,Southwest,Standard,Apparel,1.02,14.0,54.56,2024-05-15 05:23:00,2024-05-15 10:11:46.157033116,2024-05-15 12:56:46.157033116,2024-05-20 12:56:46.157033116,2024-05-20 20:09:25.737998657,False,False,4.81,5.0,0.3,8.08,Standard | West -> Southwest,1.0,4.28,1-2 Days Late,Mid Margin ($10-20)
ORD-103586,2024-02-08 00:02:00,South,Southwest,Express,Apparel,0.22,14.0,58.15,2024-02-08 00:53:00,2024-02-08 03:38:47.362111196,2024-02-08 06:17:47.362111196,2024-02-10 06:17:47.362111196,2024-02-10 21:12:00.529298876,False,False,2.76,2.0,0.62,6.26,Express | South -> Southwest,1.0,1.72,1-2 Days Late,Mid Margin ($10-20)
ORD-102785,2024-04-06 16:27:00,West,Northeast,Standard,Apparel,0.56,14.0,40.84,2024-04-06 17:50:00,2024-04-07 02:30:57.853385461,2024-04-07 03:22:57.853385461,2024-04-12 03:22:57.853385461,2024-04-11 12:24:29.659516518,False,False,8.68,5.0,-0.62,10.93,Standard | West -> Northeast,2.9,6.82,On-Time,Mid Margin ($10-20)
ORD-107798,2024-03-01 08:48:00,Midwest,Midwest,Standard,Beauty,0.29,11.0,34.05,2024-03-01 10:03:00,2024-03-01 12:06:29.528992476,2024-03-01 15:27:29.528992476,2024-03-06 15:27:29.528992476,2024-03-07 12:13:13.056598066,False,False,2.06,5.0,0.87,6.66,Standard | Midwest -> Midwest,0.5,0.61,1-2 Days Late,Mid Margin ($10-20)
ORD-106763,2024-02-26 09:58:00,Midwest,Midwest,Standard,Apparel,1.12,14.0,46.17,2024-02-26 10:30:00,2024-02-27 04:17:41.569434834,2024-02-27 07:53:41.569434834,2024-03-03 07:53:41.569434834,2024-03-03 11:59:10.695949979,False,False,17.79,5.0,0.17,21.93,Standard | Midwest -> Midwest,0.5,2.35,1-2 Days Late,Mid Margin ($10-20)
ORD-105839,2024-04-15 18:44:00,Southwest,Southwest,Standard,Beauty,0.65,11.0,36.18,2024-04-15 19:10:00,2024-04-15 22:44:42.008430853,2024-04-15 23:32:42.008430853,2024-04-20 23:32:42.008430853,2024-04-21 08:56:21.782157842,False,False,3.58,5.0,0.39,4.81,Standard | Southwest -> Southwest,0.4,1.09,1-2 Days Late,Mid Margin ($10-20)
ORD-107008,2024-09-21 21:28:00,Midwest,Northeast,Express,Apparel,0.64,14.0,55.88,2024-09-21 21:42:00,2024-09-22 01:27:12.191486083,2024-09-22 04:06:12.191486083,2024-09-24 04:06:12.191486083,2024-09-23 23:02:32.233947668,False,False,3.75,2.0,-0.21,6.64,Express | Midwest -> Northeast,1.2,5.99,On-Time,Mid Margin ($10-20)
ORD-108574,2024-06-21 23:49:00,Northeast,West,Express,Toys,0.63,9.0,45.18,2024-06-22 00:37:00,2024-06-22 06:43:55.834514733,2024-06-22 09:59:55.834514733,2024-06-24 09:59:55.834514733,2024-06-24 03:51:15.380052912,False,False,6.12,2.0,-0.26,10.18,Express | Northeast -> West,2.9,14.25,On-Time,Low Margin (<$10)
ORD-103406,2024-12-22 21:51:00,Southwest,South,Standard,Apparel,1.12,14.0,57.95,2024-12-22 22:46:00,2024-12-23 00:55:02.036409749,2024-12-23 04:25:02.036409749,2024-12-28 04:25:02.036409749,2024-12-28 04:08:01.577678329,False,False,2.15,5.0,-0.01,6.57,Standard | Southwest -> South,1.0,4.7,On-Time,Mid Margin ($10-20)
ORD-100000,2024-03-25 16:38:00,West,Southwest,Standard,Electronics,1.62,38.0,142.76,2024-03-25 16:51:00,2024-03-25 19:49:23.508186960,2024-03-25 22:07:23.508186960,2024-03-30 22:07:23.508186960,2024-03-31 01:52:15.917213138,True,False,2.97,5.0,0.16,5.49,Standard | West -> Southwest,1.0,6.8,1-2 Days Late,High Margin ($20+)
ORD-103995,2024-08-18 13:19:00,Southwest,Southwest,Express,Books,0.33,4.0,12.31,2024-08-18 14:42:00,2024-08-18 19:11:52.057840992,2024-08-18 21:50:52.057840992,2024-08-20 21:50:52.057840992,2024-08-20 11:14:50.546155512,False,False,4.5,2.0,-0.44,8.53,Express | Southwest -> Southwest,0.4,1.03,On-Time,Low Margin (<$10)
ORD-107744,2024-03-29 07:52:00,Midwest,Southwest,Standard,Apparel,0.46,14.0,33.07,2024-03-29 08:20:00,2024-03-29 16:43:49.934327571,2024-03-29 18:30:49.934327571,2024-04-03 18:30:49.934327571,2024-04-03 22:25:10.592426168,False,False,8.4,5.0,0.16,10.65,Standard | Midwest -> Southwest,1.5,2.9,1-2 Days Late,Mid Margin ($10-20)
ORD-101414,2024-12-12 14:35:00,Midwest,West,Standard,Home Goods,5.8,22.0,144.79,2024-12-12 15:45:00,2024-12-12 16:27:04.374759697,2024-12-12 18:34:04.374759697,2024-12-17 18:34:04.374759697,2024-12-18 20:15:06.331712094,False,False,0.7,5.0,1.07,3.98,Standard | Midwest -> West,1.8,43.85,1-2 Days Late,High Margin ($20+)
ORD-107423,2024-09-02 07:27:00,Southwest,Southwest,Standard,Beauty,0.75,11.0,34.24,2024-09-02 08:55:00,2024-09-02 10:38:36.455188526,2024-09-02 12:58:36.455188526,2024-09-07 12:58:36.455188526,2024-09-08 00:35:49.310551120,False,False,1.73,5.0,0.48,5.53,Standard | Southwest -> Southwest,0.4,1.26,1-2 Days Late,Mid Margin ($10-20)
ORD-109866,2024-08-13 06:17:00,Northeast,West,Standard,Sports,2.03,17.0,58.34,2024-08-13 07:09:00,2024-08-13 09:54:52.915084617,2024-08-13 10:25:52.915084617,2024-08-18 10:25:52.915084617,2024-08-17 13:43:14.702060589,False,False,2.76,5.0,-0.86,4.15,Standard | Northeast -> West,2.9,24.73,On-Time,Mid Margin ($10-20)
ORD-104504,2024-11-27 02:53:00,Southwest,Northeast,Standard,Toys,2.04,9.0,34.93,2024-11-27 04:05:00,2024-11-27 06:00:04.126161903,2024-11-27 09:51:04.126161903,2024-12-02 09:51:04.126161903,2024-12-01 22:37:56.977945739,False,False,1.92,5.0,-0.47,6.97,Standard | Southwest -> Northeast,2.4,20.56,On-Time,Low Margin (<$10)
ORD-106808,2024-04-18 21:30:00,Northeast,West,Express,Home Goods,8.7,22.0,186.67,2024-04-18 22:49:00,2024-04-19 02:07:12.796375741,2024-04-19 05:44:12.796375741,2024-04-21 05:44:12.796375741,2024-04-21 08:24:49.322053007,False,False,3.3,2.0,0.11,8.24,Express | Northeast -> West,2.9,196.79,1-2 Days Late,High Margin ($20+)
ORD-109333,2024-01-16 06:36:00,Northeast,South,Standard,Beauty,0.3,11.0,39.63,2024-01-16 08:00:00,2024-01-16 11:25:29.318906294,2024-01-16 14:38:29.318906294,2024-01-21 14:38:29.318906294,2024-01-22 16:31:50.060533757,False,False,3.42,5.0,1.08,8.04,Standard | Northeast -> South,1.4,1.76,1-2 Days Late,Mid Margin ($10-20)
ORD-106653,2024-05-05 10:45:00,Southwest,South,Standard,Apparel,0.44,14.0,68.21,2024-05-05 11:41:00,2024-05-05 12:46:50.199486129,2024-05-05 15:32:50.199486129,2024-05-10 15:32:50.199486129,2024-05-10 07:17:40.335351023,False,False,1.1,5.0,-0.34,4.8,Standard | Southwest -> South,1.0,1.85,On-Time,Mid Margin ($10-20)
ORD-102720,2024-09-21 07:16:00,West,Southwest,Standard,Beauty,0.8,11.0,28.15,2024-09-21 08:30:00,2024-09-21 23:56:40.585707607,2024-09-22 03:46:40.585707607,2024-09-27 03:46:40.585707607,2024-09-25 13:55:55.524108367,False,False,15.44,5.0,-1.58,20.51,Standard | West -> Southwest,1.0,3.36,On-Time,Mid Margin ($10-20)
ORD-100716,2024-02-27 01:40:00,Northeast,West,Standard,Toys,1.66,9.0,51.82,2024-02-27 02:55:00,2024-02-27 07:46:26.364279978,2024-02-27 09:58:26.364279978,2024-03-03 09:58:26.364279978,2024-03-04 00:33:25.623351491,False,False,4.86,5.0,0.61,8.31,Standard | Northeast -> West,2.9,20.22,1-2 Days Late,Low Margin (<$10)
ORD-107145,2024-10-27 21:37:00,South,Midwest,Express,Sports,3.28,17.0,105.08,2024-10-27 23:04:00,2024-10-28 03:38:44.157596372,2024-10-28 05:22:44.157596372,2024-10-30 05:22:44.157596372,2024-10-29 18:26:11.773656556,False,False,4.58,2.0,-0.46,7.76,Express | South -> Midwest,1.1,28.14,On-Time,Mid Margin ($10-20)
ORD-108221,2024-04-05 10:05:00,South,Northeast,Standard,Apparel,0.92,14.0,33.86,2024-04-05 11:03:00,2024-04-06 00:34:35.040479962,2024-04-06 02:03:35.040479962,2024-04-11 02:03:35.040479962,2024-04-13 01:45:34.851340806,False,False,13.53,5.0,1.99,15.98,Standard | South -> Northeast,1.4,5.41,1-2 Days Late,Mid Margin ($10-20)
ORD-102708,2024-12-29 11:26:00,South,West,Standard,Home Goods,8.18,22.0,119.33,2024-12-29 12:35:00,2024-12-29 14:34:37.871175339,2024-12-29 16:29:37.871175339,2025-01-03 16:29:37.871175339,2025-01-04 06:08:10.231288895,False,False,1.99,5.0,0.57,5.06,Standard | South -> West,2.0,68.71,1-2 Days Late,High Margin ($20+)
ORD-108910,2024-05-07 23:26:00,Northeast,West,Standard,Apparel,0.79,14.0,55.07,2024-05-08 00:06:00,2024-05-08 03:57:38.252923189,2024-05-08 04:58:38.252923189,2024-05-13 04:58:38.252923189,2024-05-13 13:09:00.511754165,True,False,3.86,5.0,0.34,5.54,Standard | Northeast -> West,2.9,9.62,1-2 Days Late,Mid Margin ($10-20)
ORD-106637,2024-09-29 13:55:00,West,Midwest,Standard,Toys,1.25,9.0,36.47,2024-09-29 14:45:00,2024-09-29 19:10:57.185292759,2024-09-29 21:18:57.185292759,2024-10-04 21:18:57.185292759,2024-10-04 07:23:59.909396460,False,False,4.43,5.0,-0.58,7.4,Standard | West -> Midwest,1.8,9.45,On-Time,Low Margin (<$10)
ORD-109899,2024-06-03 09:10:00,Southwest,Southwest,Standard,Toys,1.76,9.0,47.69,2024-06-03 09:23:00,2024-06-03 15:08:59.561270924,2024-06-03 18:55:59.561270924,2024-06-08 18:55:59.561270924,2024-06-08 18:06:38.241932363,False,False,5.77,5.0,-0.03,9.77,Standard | Southwest -> Southwest,0.4,2.96,On-Time,Low Margin (<$10)
ORD-103003,2024-05-31 06:13:00,West,Midwest,Standard,Electronics,1.06,38.0,234.12,2024-05-31 06:48:00,2024-05-31 08:29:02.243441572,2024-05-31 09:54:02.243441572,2024-06-05 09:54:02.243441572,2024-06-05 08:34:57.011756074,False,False,1.68,5.0,-0.05,3.68,Standard | West -> Midwest,1.8,8.01,On-Time,High Margin ($20+)
ORD-106070,2024-04-20 17:52:00,Midwest,Southwest,Express,Toys,0.05,9.0,50.23,2024-04-20 18:16:00,2024-04-21 00:45:19.831799601,2024-04-21 02:47:19.831799601,2024-04-23 02:47:19.831799601,2024-04-23 08:15:09.743732648,False,False,6.49,2.0,0.23,8.92,Express | Midwest -> Southwest,1.5,0.59,1-2 Days Late,Low Margin (<$10)
ORD-108437,2024-07-03 03:21:00,South,Northeast,Standard,Sports,3.49,17.0,83.38,2024-07-03 03:47:00,2024-07-03 09:27:12.870497600,2024-07-03 10:13:12.870497600,2024-07-08 10:13:12.870497600,2024-07-11 14:53:36.987668655,False,False,5.67,5.0,3.19,6.87,Standard | South -> Northeast,1.4,20.52,3-5 Days Late,Mid Margin ($10-20)
ORD-104100,2024-06-06 06:13:00,Southwest,Northeast,Standard,Beauty,0.22,11.0,20.56,2024-06-06 07:38:00,2024-06-06 12:21:14.148411675,2024-06-06 16:01:14.148411675,2024-06-11 16:01:14.148411675,2024-06-10 23:42:53.663826938,False,False,4.72,5.0,-0.68,9.8,Standard | Southwest -> Northeast,2.4,2.22,On-Time,Mid Margin ($10-20)
ORD-108861,2024-07-24 07:53:00,West,Northeast,Standard,Apparel,1.32,14.0,53.31,2024-07-24 08:55:00,2024-07-24 11:40:37.887390950,2024-07-24 13:42:37.887390950,2024-07-29 13:42:37.887390950,2024-07-29 07:21:20.977145724,False,False,2.76,5.0,-0.26,5.83,Standard | West -> Northeast,2.9,16.08,On-Time,Mid Margin ($10-20)
ORD-105886,2024-07-25 00:54:00,Midwest,Northeast,Express,Toys,1.55,9.0,44.88,2024-07-25 01:13:00,2024-07-25 03:23:34.344445116,2024-07-25 05:01:34.344445116,2024-07-27 05:01:34.344445116,2024-07-27 07:59:10.619656942,False,False,2.18,2.0,0.12,4.13,Express | Midwest -> Northeast,1.2,14.51,1-2 Days Late,Low Margin (<$10)
ORD-104250,2024-01-01 06:30:00,West,Midwest,Express,Books,0.6,4.0,22.9,2024-01-01 06:54:00,2024-01-01 08:10:34.282050769,2024-01-01 08:49:34.282050769,2024-01-03 08:49:34.282050769,2024-01-04 09:56:38.028507310,False,False,1.28,2.0,1.05,2.33,Express | West -> Midwest,1.8,8.42,1-2 Days Late,Low Margin (<$10)
ORD-108112,2024-10-29 21:16:00,West,Northeast,Standard,Sports,3.67,17.0,75.98,2024-10-29 21:44:00,2024-10-30 02:02:55.660135572,2024-10-30 05:16:55.660135572,2024-11-04 05:16:55.660135572,2024-11-04 20:10:56.858494410,False,False,4.32,5.0,0.62,8.02,Standard | West -> Northeast,2.9,44.7,1-2 Days Late,Mid Margin ($10-20)
ORD-105372,2024-08-05 09:25:00,South,South,Express,Home Goods,11.43,22.0,88.52,2024-08-05 10:50:00,2024-08-05 19:16:54.531384442,2024-08-05 19:56:54.531384442,2024-08-07 19:56:54.531384442,2024-08-07 20:58:31.204782786,False,False,8.45,2.0,0.04,10.53,Express | South -> South,0.5,44.58,1-2 Days Late,High Margin ($20+)
ORD-106536,2024-06-16 17:40:00,Midwest,South,Express,Electronics,1.49,38.0,226.78,2024-06-16 18:23:00,2024-06-16 21:21:55.484710910,2024-06-17 01:00:55.484710910,2024-06-19 01:00:55.484710910,2024-06-18 16:15:17.081879079,False,False,2.98,2.0,-0.37,7.35,Express | Midwest -> South,1.1,12.78,On-Time,High Margin ($20+)
ORD-108335,2024-06-20 15:34:00,Southwest,Northeast,Standard,Electronics,0.57,38.0,178.54,2024-06-20 15:45:00,2024-06-20 23:42:26.468513420,2024-06-21 03:26:26.468513420,2024-06-26 03:26:26.468513420,2024-06-25 21:08:38.983157890,False,False,7.96,5.0,-0.26,11.87,Standard | Southwest -> Northeast,2.4,5.75,On-Time,High Margin ($20+)
ORD-107577,2024-02-02 21:21:00,Southwest,Southwest,Express,Books,0.64,4.0,22.77,2024-02-02 22:02:00,2024-02-03 02:47:48.512291137,2024-02-03 06:13:48.512291137,2024-02-05 06:13:48.512291137,2024-02-05 15:39:08.192304305,False,False,4.76,2.0,0.39,8.88,Express | Southwest -> Southwest,0.4,2.0,1-2 Days Late,Low Margin (<$10)
ORD-109197,2024-01-12 01:09:00,Midwest,Northeast,Standard,Toys,0.76,9.0,23.8,2024-01-12 02:23:00,2024-01-12 06:43:18.491123788,2024-01-12 08:29:18.491123788,2024-01-17 08:29:18.491123788,2024-01-17 01:29:25.871232972,False,False,4.34,5.0,-0.29,7.34,Standard | Midwest -> Northeast,1.2,3.83,On-Time,Low Margin (<$10)
ORD-100856,2024-06-01 01:27:00,Southwest,Southwest,Express,Toys,1.07,9.0,45.45,2024-06-01 02:07:00,2024-06-01 05:50:03.448374819,2024-06-01 08:35:03.448374819,2024-06-03 08:35:03.448374819,2024-06-02 17:08:41.842134204,False,False,3.72,2.0,-0.64,7.13,Express | Southwest -> Southwest,0.4,3.34,On-Time,Low Margin (<$10)
ORD-103877,2024-01-26 17:14:00,Midwest,Northeast,Standard,Toys,2.24,9.0,30.93,2024-01-26 18:22:00,2024-01-27 00:07:24.927564034,2024-01-27 03:39:24.927564034,2024-02-01 03:39:24.927564034,2024-01-31 19:50:11.084405184,False,False,5.76,5.0,-0.33,10.42,Standard | Midwest -> Northeast,1.2,11.29,On-Time,Low Margin (<$10)
ORD-104494,2024-11-22 12:32:00,West,Northeast,Express,Sports,5.79,17.0,87.78,2024-11-22 12:51:00,2024-11-22 18:37:56.617226004,2024-11-22 21:50:56.617226004,2024-11-24 21:50:56.617226004,2024-11-24 06:09:29.697654108,False,False,5.78,2.0,-0.65,9.32,Express | West -> Northeast,2.9,130.97,On-Time,Mid Margin ($10-20)
ORD-104747,2024-12-16 15:10:00,South,South,Standard,Electronics,0.36,38.0,201.49,2024-12-16 15:32:00,2024-12-16 18:34:51.175417768,2024-12-16 19:25:51.175417768,2024-12-21 19:25:51.175417768,2024-12-22 00:04:56.025076603,False,False,3.05,5.0,0.19,4.26,Standard | South -> South,0.5,0.76,1-2 Days Late,High Margin ($20+)
ORD-108350,2024-05-07 05:28:00,Midwest,West,Standard,Electronics,4.27,38.0,169.92,2024-05-07 06:27:00,2024-05-07 09:10:48.089085535,2024-05-07 10:04:48.089085535,2024-05-12 10:04:48.089085535,2024-05-12 21:41:22.899781180,True,False,2.73,5.0,0.48,4.61,Standard | Midwest -> West,1.8,32.28,1-2 Days Late,High Margin ($20+)
ORD-109806,2024-10-07 17:21:00,South,Southwest,Standard,Beauty,0.31,11.0,35.61,2024-10-07 17:42:00,2024-10-07 22:06:39.420723693,2024-10-07 23:07:39.420723693,2024-10-12 23:07:39.420723693,2024-10-12 15:26:57.960224531,False,False,4.41,5.0,-0.32,5.78,Standard | South -> Southwest,1.0,1.3,On-Time,Mid Margin ($10-20)
ORD-101485,2024-02-11 02:22:00,Midwest,Northeast,Express,Apparel,0.52,14.0,53.67,2024-02-11 03:02:00,2024-02-11 08:45:20.721540158,2024-02-11 12:07:20.721540158,2024-02-13 12:07:20.721540158,2024-02-15 06:40:45.104803236,False,False,5.72,2.0,1.77,9.76,Express | Midwest -> Northeast,1.2,4.87,1-2 Days Late,Mid Margin ($10-20)
ORD-103710,2024-05-20 20:34:00,South,Northeast,Express,Toys,1.58,9.0,36.32,2024-05-20 21:19:00,2024-05-20 22:39:33.496618192,2024-05-20 23:39:33.496618192,2024-05-22 23:39:33.496618192,2024-05-22 17:48:00.811617753,False,False,1.34,2.0,-0.24,3.09,Express | South -> Northeast,1.4,17.25,On-Time,Low Margin (<$10)
ORD-108218,2024-01-21 17:53:00,Northeast,West,Standard,Beauty,0.46,11.0,37.91,2024-01-21 18:25:00,2024-01-22 09:38:57.299114920,2024-01-22 12:58:57.299114920,2024-01-27 12:58:57.299114920,2024-01-25 23:19:57.370734922,False,False,15.23,5.0,-1.57,19.1,Standard | Northeast -> West,2.9,5.6,On-Time,Mid Margin ($10-20)
ORD-102655,2024-06-16 12:25:00,South,Midwest,Standard,Electronics,1.39,38.0,332.48,2024-06-16 12:56:00,2024-06-16 21:30:25.233280856,2024-06-16 22:17:25.233280856,2024-06-21 22:17:25.233280856,2024-06-21 16:53:13.264661232,False,False,8.57,5.0,-0.23,9.87,Standard | South -> Midwest,1.1,6.42,On-Time,High Margin ($20+)
ORD-102519,2024-04-20 14:52:00,Northeast,Southwest,Express,Home Goods,11.0,22.0,110.93,2024-04-20 15:04:00,2024-04-20 16:21:46.147164043,2024-04-20 19:41:46.147164043,2024-04-22 19:41:46.147164043,2024-04-21 08:45:14.727567589,False,False,1.3,2.0,-1.46,4.83,Express | Northeast -> Southwest,2.4,205.92,On-Time,High Margin ($20+)
ORD-107277,2024-12-01 11:15:00,West,Northeast,Standard,Apparel,0.37,14.0,67.36,2024-12-01 11:24:00,2024-12-01 15:06:09.796979325,2024-12-01 18:56:09.796979325,2024-12-06 18:56:09.796979325,2024-12-06 07:30:52.423685041,False,False,3.7,5.0,-0.48,7.69,Standard | West -> Northeast,2.9,4.51,On-Time,Mid Margin ($10-20)
ORD-104424,2024-11-16 21:32:00,West,Northeast,Express,Toys,1.34,9.0,31.89,2024-11-16 22:53:00,2024-11-17 02:09:57.082727899,2024-11-17 02:44:57.082727899,2024-11-19 02:44:57.082727899,2024-11-18 07:24:25.012209397,False,False,3.28,2.0,-0.81,5.22,Express | West -> Northeast,2.9,30.31,On-Time,Low Margin (<$10)
ORD-104488,2024-12-26 01:30:00,West,Southwest,Standard,Books,0.54,4.0,18.66,2024-12-26 02:35:00,2024-12-26 04:23:33.874065550,2024-12-26 05:58:33.874065550,2024-12-31 05:58:33.874065550,2025-01-10 07:48:27.668572892,False,False,1.81,5.0,10.08,4.48,Standard | West -> Southwest,1.0,2.27,Severely Delayed (5+ Days),Low Margin (<$10)
ORD-108796,2024-03-19 03:57:00,West,West,Standard,Toys,3.09,9.0,48.95,2024-03-19 04:11:00,2024-03-19 06:15:25.195296676,2024-03-19 08:20:25.195296676,2024-03-24 08:20:25.195296676,2024-03-24 12:07:59.621312645,False,False,2.07,5.0,0.16,4.39,Standard | West -> West,0.4,5.19,1-2 Days Late,Low Margin (<$10)
ORD-108158,2024-10-07 14:20:00,South,Midwest,Standard,Home Goods,1.56,22.0,127.18,2024-10-07 15:36:00,2024-10-07 19:22:57.601301124,2024-10-07 20:21:57.601301124,2024-10-12 20:21:57.601301124,2024-10-12 09:40:09.191231721,False,False,3.78,5.0,-0.45,6.03,Standard | South -> Midwest,1.1,7.21,On-Time,High Margin ($20+)
ORD-105541,2024-07-26 12:45:00,Midwest,Southwest,Standard,Beauty,0.44,11.0,33.03,2024-07-26 13:57:00,2024-07-26 16:17:30.450757455,2024-07-26 16:54:30.450757455,2024-07-31 16:54:30.450757455,2024-08-01 18:46:11.147721337,False,False,2.34,5.0,1.08,4.16,Standard | Midwest -> Southwest,1.5,2.77,1-2 Days Late,Mid Margin ($10-20)
ORD-102277,2024-10-11 16:20:00,Midwest,Midwest,Express,Beauty,0.28,11.0,25.48,2024-10-11 17:08:00,2024-10-11 22:03:37.928835285,2024-10-11 22:46:37.928835285,2024-10-13 22:46:37.928835285,2024-10-12 20:23:09.529930108,False,False,4.93,2.0,-1.1,6.44,Express | Midwest -> Midwest,0.5,1.09,On-Time,Mid Margin ($10-20)
ORD-103249,2024-01-26 07:48:00,South,Southwest,Standard,Electronics,2.66,38.0,242.06,2024-01-26 08:08:00,2024-01-26 11:01:44.316982935,2024-01-26 12:06:44.316982935,2024-01-31 12:06:44.316982935,2024-01-31 01:53:14.410255534,False,False,2.9,5.0,-0.43,4.31,Standard | South -> Southwest,1.0,11.17,On-Time,High Margin ($20+)
ORD-107316,2024-09-08 17:10:00,Northeast,Southwest,Express,Electronics,3.41,38.0,268.65,2024-09-08 17:52:00,2024-09-08 21:06:17.061638110,2024-09-08 22:48:17.061638110,2024-09-10 22:48:17.061638110,2024-09-10 06:15:30.900339505,False,False,3.24,2.0,-0.69,5.64,Express | Northeast -> Southwest,2.4,63.84,On-Time,High Margin ($20+)
ORD-109514,2024-12-20 21:10:00,Southwest,Southwest,Standard,Books,0.54,4.0,12.47,2024-12-20 22:32:00,2024-12-21 03:39:39.334410264,2024-12-21 06:24:39.334410264,2024-12-26 06:24:39.334410264,2024-12-26 09:40:38.915328229,False,False,5.13,5.0,0.14,9.24,Standard | Southwest -> Southwest,0.4,0.91,1-2 Days Late,Low Margin (<$10)
ORD-105240,2024-04-25 23:11:00,Midwest,Southwest,Standard,Toys,0.29,9.0,45.23,2024-04-25 23:56:00,2024-04-26 01:59:30.292744669,2024-04-26 02:34:30.292744669,2024-05-01 02:34:30.292744669,2024-04-30 16:37:52.167261137,False,False,2.06,5.0,-0.41,3.39,Standard | Midwest -> Southwest,1.5,1.83,On-Time,Low Margin (<$10)
ORD-101791,2024-05-24 17:52:00,West,Southwest,Standard,Home Goods,3.42,22.0,189.99,2024-05-24 18:24:00,2024-05-24 20:13:59.544740236,2024-05-24 20:51:59.544740236,2024-05-29 20:51:59.544740236,2024-05-29 08:49:36.614850103,False,False,1.83,5.0,-0.5,3.0,Standard | West -> Southwest,1.0,14.36,On-Time,High Margin ($20+)
ORD-108333,2024-06-10 09:29:00,South,West,Standard,Books,0.31,4.0,19.97,2024-06-10 09:51:00,2024-06-10 12:03:29.017372464,2024-06-10 14:41:29.017372464,2024-06-15 14:41:29.017372464,2024-06-14 19:53:01.834957245,False,False,2.21,5.0,-0.78,5.21,Standard | South -> West,2.0,2.6,On-Time,Low Margin (<$10)
ORD-109372,2024-07-05 11:56:00,South,Midwest,Express,Apparel,0.7,14.0,36.23,2024-07-05 13:06:00,2024-07-05 17:21:07.913639318,2024-07-05 18:57:07.913639318,2024-07-07 18:57:07.913639318,2024-07-07 23:18:04.821968617,False,False,4.25,2.0,0.18,7.02,Express | South -> Midwest,1.1,6.01,1-2 Days Late,Mid Margin ($10-20)
ORD-103192,2024-05-12 14:00:00,West,Midwest,Standard,Apparel,0.86,14.0,71.86,2024-05-12 15:19:00,2024-05-12 17:47:02.080215904,2024-05-12 20:54:02.080215904,2024-05-17 20:54:02.080215904,2024-05-18 19:40:33.960996243,False,False,2.47,5.0,0.95,6.9,Standard | West -> Midwest,1.8,6.5,1-2 Days Late,Mid Margin ($10-20)
ORD-107782,2024-10-20 21:27:00,South,Southwest,Standard,Beauty,0.39,11.0,40.5,2024-10-20 21:40:00,2024-10-21 21:17:28.650536529,2024-10-21 22:54:28.650536529,2024-10-26 22:54:28.650536529,2024-10-26 15:16:08.846536229,False,False,23.62,5.0,-0.32,25.46,Standard | South -> Southwest,1.0,1.64,On-Time,Mid Margin ($10-20)
